motif.name	name.universal	name.datasetspecific	overall.scale	TFchromVAR.ExpressionModule.Cor	TFexpress.ExpressionModule.Cor	TFchromVAR.ExpressionModule.Cor.Scale	TFexpress.ExpressionModule.Cor.Scale
MA1144.1	Jund	Jund	0.758723404255319	0.307692307692308	0.423076923076923	0.757446808510638	0.76
MA1134.1	Fos	Fos	0.739822695035461	0.340659340659341	0.318681318681319	0.782978723404255	0.696666666666667
MA0844.1	Xbp1	Xbp1	0.738120567375887	0.181318681318681	0.516483516483517	0.659574468085106	0.816666666666667
MA1466.1	Atf6	Atf6	0.735212765957447	0.0274725274725275	0.703296703296703	0.540425531914894	0.93
MA0007.3	Ar	Ar	0.73290780141844	0.516483516483517	0.0714285714285714	0.919148936170213	0.546666666666667
MA0159.1	Rxra	Rxra	0.731595744680851	0.043956043956044	0.67032967032967	0.553191489361702	0.91
MA1632.1	Atf2	Atf2	0.727624113475177	0.0164835164835165	0.692307692307692	0.531914893617021	0.923333333333333
MA0099.3	Fos	Fos	0.727056737588653	0.307692307692308	0.318681318681319	0.757446808510638	0.696666666666667
MA1141.1	Fos	Fos	0.727056737588653	0.307692307692308	0.318681318681319	0.757446808510638	0.696666666666667
MA0476.1	Fos	Fos	0.720673758865248	0.291208791208791	0.318681318681319	0.74468085106383	0.696666666666667
MA1146.1	Rxra	Rxra	0.718829787234043	0.010989010989011	0.67032967032967	0.527659574468085	0.91
MA1147.1	Rxra	Rxra	0.718829787234043	0.010989010989011	0.67032967032967	0.527659574468085	0.91
MA1535.1	Nr2c1	Nr2c1	0.714255319148936	0.115384615384615	0.521978021978022	0.608510638297872	0.82
MA1531.1	Nr1d1	Nr1d1	0.713297872340426	-0.054945054945055	0.736263736263736	0.476595744680851	0.95
MA1136.1	Junb	Junb	0.70854609929078	0.0274725274725275	0.615384615384615	0.540425531914894	0.876666666666667
MA1129.1	Jun	Jun	0.705602836879433	-0.0274725274725275	0.675824175824176	0.497872340425532	0.913333333333333
MA0805.1	Tbx1	Tbx1	0.703954637574766	0.489010989010989	0.0110498924021966	0.897872340425532	0.510036934723999
MA1494.1	Hnf4a	Hnf4a	0.70258865248227	-0.142857142857143	0.813186813186813	0.408510638297872	0.996666666666667
MA0496.3	Mafk	Mafk	0.69790780141844	0	0.615384615384615	0.519148936170213	0.876666666666667
MA1131.1	Jun	Jun	0.69709219858156	-0.0494505494505495	0.675824175824176	0.480851063829787	0.913333333333333
MA1636.1	Cebpg	Cebpg	0.691347517730497	-0.0384615384615385	0.642857142857143	0.48936170212766	0.893333333333333
MA0495.3	Maff	Maff	0.687765957446809	-0.120879120879121	0.736263736263736	0.425531914893617	0.95
MA0606.1	Nfat5	Nfat5	0.686808510638298	0.225274725274725	0.291208791208791	0.693617021276596	0.68
MA0105.4	Nfkb1	Nfkb1	0.68531914893617	-0.010989010989011	0.587912087912088	0.51063829787234	0.86
MA0838.1	Cebpg	Cebpg	0.684964539007092	-0.054945054945055	0.642857142857143	0.476595744680851	0.893333333333333
MA0019.1	Ddit3	Ddit3	0.683652482269504	-0.010989010989011	0.582417582417582	0.51063829787234	0.856666666666667
MA1126.1	Jun	Jun	0.682198581560284	-0.0879120879120879	0.675824175824176	0.451063829787234	0.913333333333333
MA0801.1	Mga	Mga	0.680780141843972	-0.00549450549450549	0.565934065934066	0.514893617021277	0.846666666666667
MA0114.4	Hnf4a	Hnf4a	0.679184397163121	-0.203296703296703	0.813186813186813	0.361702127659574	0.996666666666667
MA0520.1	Stat6	Stat6	0.679148936170213	-0.104395604395604	0.686813186813187	0.438297872340426	0.92
MA0488.1	Jun	Jun	0.673687943262411	-0.10989010989011	0.675824175824176	0.434042553191489	0.913333333333333
MA0058.3	Max	Max	0.67063829787234	-0.126373626373626	0.686813186813187	0.421276595744681	0.92
MA0095.2	Yy1	Yy1	0.664184397163121	-0.203296703296703	0.763736263736264	0.361702127659574	0.966666666666667
MA0773.1	Mef2d	Mef2d	0.661737588652482	-0.0934065934065934	0.615384615384615	0.446808510638298	0.876666666666667
MA1683.1	Foxa3	Foxa3	0.661241134751773	0	0.494505494505495	0.519148936170213	0.803333333333333
MA1133.1	Jun	Jun	0.658794326241135	-0.148351648351648	0.675824175824176	0.404255319148936	0.913333333333333
MA1131.1	Fosl2	Fosl2	0.653758865248227	-0.0494505494505495	0.532967032967033	0.480851063829787	0.826666666666667
MA0122.3	Nkx3-2	Nkx3-2	0.649925550157279	0.0659340659340659	0.373030221467766	0.570212765957447	0.729638334357111
MA1484.1	Ets2	Ets2	0.649432624113475	-0.120879120879121	0.60989010989011	0.425531914893617	0.873333333333334
MA0841.1	Nfe2	Nfe2	0.646418439716312	0.28021978021978	0.0879120879120879	0.736170212765958	0.556666666666667
MA0111.1	Spz1	Spz1	0.645274204493872	-0.0164835164835165	0.462910049886276	0.506382978723404	0.784165430264341
MA0512.2	Rxra	Rxra	0.64436170212766	-0.181318681318681	0.67032967032967	0.378723404255319	0.91
MA1557.1	Smad5	Smad5	0.643758865248227	-0.0494505494505495	0.5	0.480851063829787	0.806666666666667
MA0108.2	Tbp	Tbp	0.643085106382979	0.021978021978022	0.406593406593407	0.536170212765957	0.75
MA0796.1	Tgif1	Tgif1	0.642836879432624	-0.0604395604395604	0.510989010989011	0.472340425531915	0.813333333333333
MA0852.2	Foxk1	Foxk1	0.64258865248227	-0.142857142857143	0.615384615384615	0.408510638297872	0.876666666666667
MA0115.1	Rxra	Rxra	0.642234042553191	-0.186813186813187	0.67032967032967	0.374468085106383	0.91
MA0845.1	Foxb1	Foxb1	0.641780482064998	-0.236263736263736	0.731962776973689	0.336170212765957	0.947390751364038
MA1133.1	Junb	Junb	0.640460992907801	-0.148351648351648	0.615384615384615	0.404255319148936	0.876666666666667
MA1143.1	Jund	Jund	0.639574468085106	0	0.423076923076923	0.519148936170213	0.76
MA0059.1	Max	Max	0.638723404255319	-0.208791208791209	0.686813186813187	0.357446808510638	0.92
MA1139.1	Junb	Junb	0.638333333333333	-0.153846153846154	0.615384615384615	0.4	0.876666666666667
MA0028.2	Elk1	Elk1	0.638049645390071	-0.137362637362637	0.593406593406593	0.412765957446808	0.863333333333333
MA1566.1	Tbx3	Tbx3	0.637446808510638	0.252747252747253	0.0934065934065934	0.714893617021277	0.56
MA0144.2	Stat3	Stat3	0.637127659574468	-0.148351648351648	0.604395604395604	0.404255319148936	0.87
MA0033.2	Foxl1	Foxl1	0.636763566196	-0.0384615384615385	0.462910049886276	0.48936170212766	0.784165430264341
MA0675.1	Nkx6-2	Nkx6-2	0.636244216717743	0.0494505494505495	0.348969711414583	0.557446808510638	0.715041624924847
MA1633.1	Bach1	Bach1	0.635531914893617	-0.0879120879120879	0.521978021978022	0.451063829787234	0.82
MA0752.1	Zfp410	Zfp410	0.634326241134752	-0.0824175824175824	0.510989010989011	0.45531914893617	0.813333333333333
MA0630.1	Rhox10	Rhox10	0.632508247047064	-0.0494505494505495	0.462910049886276	0.480851063829787	0.784165430264341
MA0602.1	Arid5a	Arid5a	0.631276595744681	-0.0989010989010989	0.521978021978022	0.442553191489362	0.82
MA0513.1	Smad4	Smad4	0.631170212765958	-0.0604395604395604	0.472527472527473	0.472340425531915	0.79
MA0090.3	Tead1	Tead1	0.629964539007092	0.203296703296703	0.131868131868132	0.676595744680851	0.583333333333333
MA0591.1	Mafk	Mafk	0.629822695035461	-0.175824175824176	0.615384615384615	0.382978723404255	0.876666666666667
MA0626.1	Npas2	Npas2	0.629432624113475	0.395604395604396	-0.115384615384615	0.825531914893617	0.433333333333333
MA0466.2	Cebpb	Cebpb	0.629432624113475	-0.120879120879121	0.543956043956044	0.425531914893617	0.833333333333333
MA0862.1	Gmeb2	Gmeb2	0.628262411347518	0.043956043956044	0.32967032967033	0.553191489361702	0.703333333333333
MA1645.1	Nkx2-2	Nkx2-2	0.625815602836879	0.153846153846154	0.181318681318681	0.638297872340426	0.613333333333333
MA1148.1	Rxra	Rxra	0.625212765957447	-0.230769230769231	0.67032967032967	0.340425531914894	0.91
MA0107.1	Rela	Rela	0.625106382978723	-0.192307692307692	0.620879120879121	0.370212765957447	0.88
MA1472.1	Bhlha15	Bhlha15	0.62427059360003	0.043956043956044	0.316510490942347	0.553191489361702	0.695349697838357
MA0694.1	Zbtb7b	Zbtb7b	0.622695035460993	-0.181318681318681	0.598901098901099	0.378723404255319	0.866666666666667
MA0492.1	Jund	Jund	0.622553191489362	-0.043956043956044	0.423076923076923	0.485106382978723	0.76
MA1099.2	Hes1	Hes1	0.621666666666667	-0.153846153846154	0.56043956043956	0.4	0.843333333333333
MA0065.2	Rxra	Rxra	0.620957446808511	-0.241758241758242	0.67032967032967	0.331914893617021	0.91
MA1512.1	Klf11	Klf11	0.620212765957447	-0.230769230769231	0.653846153846154	0.340425531914894	0.9
MA1606.1	Foxf1	Foxf1	0.619787234042553	-0.0769230769230769	0.456043956043956	0.459574468085106	0.78
MA0825.1	Mnt	Mnt	0.618900709219858	-0.186813186813187	0.593406593406593	0.374468085106383	0.863333333333333
MA0655.1	Jdp2	Jdp2	0.618333333333333	0.362637362637363	-0.10989010989011	0.8	0.436666666666667
MA0638.1	Creb3	Creb3	0.618262411347518	-0.214285714285714	0.626373626373626	0.353191489361702	0.883333333333334
MA1142.1	Fosl1	Fosl1	0.617269503546099	0.489010989010989	-0.274725274725275	0.897872340425532	0.336666666666667
MA1101.2	Bach2	Bach2	0.615780141843972	0.252747252747253	0.021978021978022	0.714893617021277	0.516666666666667
MA1139.1	Fosl2	Fosl2	0.613333333333333	-0.153846153846154	0.532967032967033	0.4	0.826666666666667
MA1555.1	Rxrb	Rxrb	0.610957446808511	0.0164835164835165	0.307692307692308	0.531914893617021	0.69
MA0892.1	Gsx1	Gsx1	0.610563069562586	0.153846153846154	0.13103560459024	0.638297872340426	0.582828266784746
MA0528.2	Zfp263	Zfp263	0.60968085106383	-0.296703296703297	0.703296703296703	0.28936170212766	0.93
MA0836.2	Cebpd	Cebpd	0.608652482269504	-0.010989010989011	0.335164835164835	0.51063829787234	0.706666666666667
MA1145.1	Fosl2	Fosl2	0.606950354609929	-0.17032967032967	0.532967032967033	0.387234042553191	0.826666666666667
MA0807.1	Tbx5	Tbx5	0.606063829787234	0.236263736263736	0.010989010989011	0.702127659574468	0.51
MA0146.2	Zfx	Zfx	0.605390070921986	-0.208791208791209	0.576923076923077	0.357446808510638	0.853333333333333
MA0772.1	Irf7	Irf7	0.602943262411348	-0.0989010989010989	0.428571428571429	0.442553191489362	0.763333333333333
MA1140.2	Junb	Junb	0.602163120567376	-0.247252747252747	0.615384615384615	0.327659574468085	0.876666666666667
MA0591.1	Bach1	Bach1	0.601489361702128	-0.175824175824176	0.521978021978022	0.382978723404255	0.82
MA0911.1	Hoxa11	Hoxa11	0.600982440887457	0.131868131868132	0.127508163786098	0.621276595744681	0.580688286030233
MA0605.2	Atf3	Atf3	0.599822695035461	0.0824175824175824	0.186813186813187	0.582978723404255	0.616666666666667
MA1622.1	Smad3	Smad3	0.597624113475177	0.274725274725275	-0.0659340659340659	0.731914893617021	0.463333333333333
MA1513.1	Klf15	Klf15	0.59677304964539	-0.192307692307692	0.527472527472527	0.370212765957447	0.823333333333333
MA1107.2	Klf9	Klf9	0.595673758865248	-0.225274725274725	0.565934065934066	0.34468085106383	0.846666666666667
MA0062.3	Gabpa	Gabpa	0.595531914893617	-0.0879120879120879	0.39010989010989	0.451063829787234	0.74
MA0074.1	Rxra	Rxra	0.595425531914894	-0.307692307692308	0.67032967032967	0.280851063829787	0.91
MA0819.1	Clock	Clock	0.594787234042553	-0.0769230769230769	0.373626373626374	0.459574468085106	0.73
MA0731.1	Bcl6b	Bcl6b	0.594290780141844	0.274725274725275	-0.0769230769230769	0.731914893617021	0.456666666666667
MA0113.3	Nr3c1	Nr3c1	0.59354609929078	0.543956043956044	-0.423076923076923	0.940425531914894	0.246666666666667
MA1483.1	Elf2	Elf2	0.59322695035461	-0.373626373626374	0.747252747252747	0.229787234042553	0.956666666666667
MA0006.1	Ahr	Ahr	0.591808510638298	-0.032967032967033	0.307692307692308	0.493617021276596	0.69
MA0831.2	Tfe3	Tfe3	0.591418439716312	-0.236263736263736	0.565934065934066	0.336170212765957	0.846666666666667
MA1153.1	Smad4	Smad4	0.590744680851064	-0.164835164835165	0.472527472527473	0.391489361702128	0.79
MA0067.1	Pax2	Pax2	0.590496453900709	0.269230769230769	-0.0824175824175824	0.727659574468085	0.453333333333333
MA0850.1	Foxp3	Foxp3	0.588014184397163	-0.0384615384615385	0.302197802197802	0.48936170212766	0.686666666666667
MA0051.1	Irf2	Irf2	0.58790780141844	-0.258241758241758	0.582417582417582	0.319148936170213	0.856666666666667
MA0833.2	Atf4	Atf4	0.587482269503546	-0.104395604395604	0.384615384615385	0.438297872340426	0.736666666666667
MA1532.1	Nr1d2	Nr1d2	0.586950354609929	-0.17032967032967	0.467032967032967	0.387234042553191	0.786666666666667
MA0039.4	Klf4	Klf4	0.585283687943262	-0.17032967032967	0.461538461538462	0.387234042553191	0.783333333333333
MA1511.1	Klf10	Klf10	0.582446808510638	-0.263736263736264	0.571428571428571	0.314893617021277	0.85
MA0083.3	Srf	Srf	0.582056737588653	0.0494505494505495	0.17032967032967	0.557446808510638	0.606666666666667
MA0162.4	Egr1	Egr1	0.582056737588653	-0.208791208791209	0.5	0.357446808510638	0.806666666666667
MA0623.2	Neurog1	Neurog1	0.58144441725983	-0.181318681318681	0.462910049886276	0.378723404255319	0.784165430264341
MA0806.1	Tbx4	Tbx4	0.581063829787234	0.236263736263736	-0.0714285714285714	0.702127659574468	0.46
MA0645.1	Etv6	Etv6	0.57918439716312	-0.203296703296703	0.483516483516484	0.361702127659574	0.796666666666667
MA0115.1	Nr1h2	Nr1h2	0.578900709219858	-0.186813186813187	0.461538461538462	0.374468085106383	0.783333333333333
MA1135.1	Fosb	Fosb	0.578723404255319	0.307692307692308	-0.17032967032967	0.757446808510638	0.4
MA1127.1	Jun	Jun	0.577943262411348	-0.357142857142857	0.675824175824176	0.242553191489362	0.913333333333333
MA1420.1	Irf5	Irf5	0.577836879432624	0.197802197802198	-0.032967032967033	0.672340425531915	0.483333333333333
MA0106.3	Trp53	Trp53	0.57645390070922	-0.335164835164835	0.642857142857143	0.259574468085106	0.893333333333333
MA1638.1	Hand2	Hand2	0.57581560283688	-0.104395604395604	0.346153846153846	0.438297872340426	0.713333333333333
MA1126.1	Fos	Fos	0.57386524822695	-0.0879120879120879	0.318681318681319	0.451063829787234	0.696666666666667
MA1145.1	Jund	Jund	0.573617021276596	-0.17032967032967	0.423076923076923	0.387234042553191	0.76
MA0462.2	Batf	Batf	0.572446808510638	0.252747252747253	-0.120879120879121	0.714893617021277	0.43
MA1625.1	Stat5b	Stat5b	0.572056737588652	0.0494505494505495	0.137362637362637	0.557446808510638	0.586666666666667
MA0653.1	Irf9	Irf9	0.571702127659575	-0.252747252747253	0.521978021978022	0.323404255319149	0.82
MA1575.1	Thrb	Thrb	0.571702127659575	0.00549450549450549	0.192307692307692	0.523404255319149	0.62
MA0526.3	Usf2	Usf2	0.570744680851064	-0.164835164835165	0.406593406593407	0.391489361702128	0.75
MA0701.2	Lhx9	Lhx9	0.570229874108449	0.186813186813187	-0.0440165478304584	0.663829787234043	0.476629960982855
MA0665.1	Msc	Msc	0.568163397024252	0.0604395604395604	0.110498924021966	0.565957446808511	0.570369347239993
MA0794.1	Prox1	Prox1	0.565709219858156	-0.0659340659340659	0.263736263736264	0.468085106382979	0.663333333333333
MA0494.1	Rxra	Rxra	0.56563829787234	-0.384615384615385	0.67032967032967	0.221276595744681	0.91
MA1104.2	Gata6	Gata6	0.563262411347518	-0.214285714285714	0.445054945054945	0.353191489361702	0.773333333333333
MA0609.2	Crem	Crem	0.562021276595745	-0.10989010989011	0.307692307692308	0.434042553191489	0.69
MA1634.1	Batf	Batf	0.561808510638298	0.225274725274725	-0.120879120879121	0.693617021276596	0.43
MA1577.1	Tlx2	Tlx2	0.560178885539437	0.186813186813187	-0.077151674981046	0.663829787234043	0.456527983844832
MA0076.2	Elk4	Elk4	0.559645390070922	-0.197802197802198	0.412087912087912	0.365957446808511	0.753333333333333
MA0472.2	Egr2	Egr2	0.558971631205674	0.131868131868132	-0.010989010989011	0.621276595744681	0.496666666666667
MA0597.1	Thap1	Thap1	0.558262411347518	-0.214285714285714	0.428571428571429	0.353191489361702	0.763333333333333
MA0634.1	Alx3	Alx3	0.556922596105729	0.120879120879121	-0.003715547091237	0.612765957446809	0.50107923476465
MA0705.1	Lhx8	Lhx8	0.556914893617021	0.186813186813187	-0.0879120879120879	0.663829787234043	0.45
MA0688.1	Tbx2	Tbx2	0.555673758865248	0.032967032967033	0.104395604395604	0.54468085106383	0.566666666666667
MA0040.1	Foxq1	Foxq1	0.555425531914894	-0.0494505494505495	0.208791208791209	0.480851063829787	0.63
MA1137.1	Fosl1	Fosl1	0.553439716312057	0.324175824175824	-0.274725274725275	0.770212765957447	0.336666666666667
MA0727.1	Nr3c2	Nr3c2	0.553333333333333	0.620879120879121	-0.653846153846154	1	0.106666666666667
MA0089.2	Nfe2l1	Nfe2l1	0.551524822695035	-0.0164835164835165	0.153846153846154	0.506382978723404	0.596666666666667
MA1146.1	Nr1h4	Nr1h4	0.550496453900709	0.010989010989011	0.115384615384615	0.527659574468085	0.573333333333333
MA0847.2	Foxd2	Foxd2	0.550310536288292	-0.104395604395604	0.26207120918048	0.438297872340426	0.662323200236158
MA0050.2	Irf1	Irf1	0.547482269503546	-0.104395604395604	0.252747252747253	0.438297872340426	0.656666666666667
MA0713.1	Phox2a	Phox2a	0.547306711850714	0	0.118897506919584	0.519148936170213	0.575464487531214
MA0842.2	Nrl	Nrl	0.546507829064127	0.0824175824175824	0.0110498924021966	0.582978723404255	0.510036934723999
MA0851.1	Foxj3	Foxj3	0.544078014184397	-0.164835164835165	0.318681318681319	0.391489361702128	0.696666666666667
MA0477.2	Fosl1	Fosl1	0.542801418439716	0.296703296703297	-0.274725274725275	0.748936170212766	0.336666666666667
MA0734.2	Gli2	Gli2	0.542375886524823	-0.0659340659340659	0.186813186813187	0.468085106382979	0.616666666666667
MA0068.2	Pax4	Pax4	0.541507663792426	0.186813186813187	-0.138705153267897	0.663829787234043	0.419185540350809
MA1545.1	Ovol2	Ovol2	0.541382978723404	0.120879120879121	-0.054945054945055	0.612765957446809	0.47
MA0809.2	Tead4	Tead4	0.539822695035461	0.0824175824175824	-0.010989010989011	0.582978723404255	0.496666666666667
MA0131.2	Hinfp	Hinfp	0.53968085106383	-0.296703296703297	0.472527472527473	0.28936170212766	0.79
MA1533.1	Nr1i2	Nr1i2	0.539609929078014	-0.0989010989010989	0.21978021978022	0.442553191489362	0.636666666666667
MA1623.1	Stat2	Stat2	0.539539007092199	-0.159340659340659	0.296703296703297	0.395744680851064	0.683333333333333
MA1478.1	Dmrta2	Dmrta2	0.539503546099291	-0.0604395604395604	0.17032967032967	0.472340425531915	0.606666666666667
MA0157.2	Foxo3	Foxo3	0.53918439716312	-0.203296703296703	0.351648351648352	0.361702127659574	0.716666666666667
MA1602.1	Zscan29	Zscan29	0.539113475177305	-0.263736263736264	0.428571428571429	0.314893617021277	0.763333333333333
MA1521.1	Mafa	Mafa	0.538897548070062	-0.0494505494505495	0.154303349962092	0.480851063829787	0.596944032310336
MA0693.2	Vdr	Vdr	0.53886524822695	0.17032967032967	-0.126373626373626	0.651063829787234	0.426666666666667
MA1128.1	Fosl1	Fosl1	0.53854609929078	0.285714285714286	-0.274725274725275	0.740425531914894	0.336666666666667
MA0848.1	Foxo4	Foxo4	0.536347517730496	-0.0384615384615385	0.131868131868132	0.48936170212766	0.583333333333333
MA0835.2	Batf3	Batf3	0.536276595744681	0.159340659340659	-0.120879120879121	0.642553191489362	0.43
MA1112.2	Nr4a1	Nr4a1	0.53468085106383	-0.0384615384615385	0.126373626373626	0.48936170212766	0.58
MA0480.1	Foxo1	Foxo1	0.53436170212766	-0.181318681318681	0.307692307692308	0.378723404255319	0.69
MA1585.1	Zkscan1	Zkscan1	0.534007092198582	-0.225274725274725	0.362637362637363	0.34468085106383	0.723333333333333
MA0047.3	Foxa2	Foxa2	0.533936170212766	-0.0274725274725275	0.10989010989011	0.497872340425532	0.57
MA1580.1	Zbtb32	Zbtb32	0.532198581560284	0.17032967032967	-0.148351648351648	0.651063829787234	0.413333333333333
MA1103.2	Foxk2	Foxk2	0.531702127659574	0.00549450549450549	0.0604395604395604	0.523404255319149	0.54
MA0738.1	Hic2	Hic2	0.531099290780142	-0.120879120879121	0.21978021978022	0.425531914893617	0.636666666666667
MA0014.3	Pax5	Pax5	0.529686237730261	-0.192307692307692	0.306307213466607	0.370212765957447	0.689159709503075
MA0112.3	Esr1	Esr1	0.527872340425532	0.0989010989010989	-0.0714285714285714	0.595744680851064	0.46
MA0612.2	Emx1	Emx1	0.527383818254872	0.0934065934065934	-0.0660248217456875	0.591489361702128	0.463278274807616
MA0137.3	Stat1	Stat1	0.526241134751773	0	0.0494505494505495	0.519148936170213	0.533333333333333
MA0684.2	Runx3	Runx3	0.524113475177305	-0.00549450549450549	0.0494505494505495	0.514893617021277	0.533333333333333
MA0808.1	Tead3	Tead3	0.524042553191489	-0.0659340659340659	0.126373626373626	0.468085106382979	0.58
MA0075.3	Prrx2	Prrx2	0.521914893617021	0.186813186813187	-0.203296703296703	0.663829787234043	0.38
MA0615.1	Gmeb1	Gmeb1	0.521063829787234	-0.021978021978022	0.0604395604395604	0.502127659574468	0.54
MA0124.2	Nkx3-1	Nkx3-1	0.520857019006789	0.120879120879121	-0.122613054010821	0.612765957446809	0.428948080566769
MA0760.1	Erf	Erf	0.519609929078014	-0.0989010989010989	0.153846153846154	0.442553191489362	0.596666666666667
MA1474.1	Creb3l4	Creb3l4	0.518961405370386	-0.0274725274725275	0.0605227532668802	0.497872340425532	0.540050470315241
MA0046.2	Hnf1a	Hnf1a	0.517730496453901	-0.28021978021978	0.379120879120879	0.302127659574468	0.733333333333334
MA0668.1	Neurod2	Neurod2	0.516600488995306	0.0769230769230769	-0.0805314718649038	0.578723404255319	0.454477573735292
MA0517.1	Stat2	Stat2	0.51613475177305	-0.21978021978022	0.296703296703297	0.348936170212766	0.683333333333333
MA0875.1	Barx1	Barx1	0.516073116036042	-0.32967032967033	0.436785348634133	0.263829787234043	0.768316444838041
MA0812.1	Tfap2b	Tfap2b	0.515921985815603	0.115384615384615	-0.131868131868132	0.608510638297872	0.423333333333333
MA0914.1	Isl2	Isl2	0.514632001870719	0.0274725274725275	-0.0238926288573455	0.540425531914894	0.488838471826544
MA0519.1	Stat5b	Stat5b	0.514609929078014	-0.0989010989010989	0.137362637362637	0.442553191489362	0.586666666666667
MA1596.1	Zfp113	Zfp113	0.514078014184397	-0.164835164835165	0.21978021978022	0.391489361702128	0.636666666666667
MA0751.1	Zic4	Zic4	0.512836879432624	-0.0604395604395604	0.0824175824175824	0.472340425531915	0.553333333333333
MA0604.1	Atf1	Atf1	0.51258865248227	-0.142857142857143	0.186813186813187	0.408510638297872	0.616666666666667
MA0900.2	Hoxa2	Hoxa2	0.512267716622381	-0.126373626373626	0.164712369505628	0.421276595744681	0.603258837500081
MA0670.1	Nfia	Nfia	0.512163120567376	-0.247252747252747	0.318681318681319	0.327659574468085	0.696666666666667
MA0102.4	Cebpa	Cebpa	0.511312056737589	0.0604395604395604	-0.0769230769230769	0.565957446808511	0.456666666666667
MA0699.1	Lbx2	Lbx2	0.510575730296789	-0.153846153846154	0.194205704275128	0.4	0.621151460593578
MA0151.1	Arid3a	Arid3a	0.510567375886525	-0.186813186813187	0.236263736263736	0.374468085106383	0.646666666666667
MA0006.1	Arnt	Arnt	0.508475177304965	-0.032967032967033	0.032967032967033	0.493617021276596	0.523333333333333
MA1122.1	Tfdp1	Tfdp1	0.50822695035461	-0.115384615384615	0.137362637362637	0.429787234042553	0.586666666666667
MA1616.1	Prdm15	Prdm15	0.507375886524823	-0.0659340659340659	0.0714285714285714	0.468085106382979	0.546666666666667
MA0117.2	Mafb	Mafb	0.507304964539007	-0.126373626373626	0.148351648351648	0.421276595744681	0.593333333333333
MA1125.1	Zfp384	Zfp384	0.506808510638298	-0.291208791208791	0.357142857142857	0.293617021276596	0.72
MA0613.1	Foxg1	Foxg1	0.50623905636711	-0.120879120879121	0.137823403033962	0.425531914893617	0.586946197840603
MA0797.1	Tgif2	Tgif2	0.505425531914894	-0.0494505494505495	0.043956043956044	0.480851063829787	0.53
MA0607.1	Bhlha15	Bhlha15	0.505121657429817	-0.263736263736264	0.316510490942347	0.314893617021277	0.695349697838357
MA0509.2	Rfx1	Rfx1	0.504787234042553	-0.335164835164835	0.406593406593407	0.259574468085106	0.75
MA0784.1	Pou1f1	Pou1f1	0.504610953876607	-0.032967032967033	0.0202278348515684	0.493617021276596	0.515604886476618
MA0614.1	Foxj2	Foxj2	0.504432624113475	-0.120879120879121	0.131868131868132	0.425531914893617	0.583333333333333
MA1479.1	Dmrtc2	Dmrtc2	0.503605729168093	-0.010989010989011	-0.0111431420925626	0.51063829787234	0.496573160463845
MA0811.1	Tfap2b	Tfap2b	0.503156028368794	0.0824175824175824	-0.131868131868132	0.582978723404255	0.423333333333333
