motif.name	name.universal	name.datasetspecific	overall.scale	TFexpress.ExpressionModule.Cor	TFexpress.ExpressionModule.Cor.Scale
MA1532.1	Nr1d2	ENSG00000174738	0.850118504368743	0.301994546255612	0.850118504368743
MA1557.1	Smad5	ENSG00000113658	0.844124010989659	0.297151668869598	0.844124010989659
MA0685.1	Sp4	ENSG00000105866	0.841133397007322	0.294735588659069	0.841133397007322
MA0731.1	Bcl6b	ENSG00000161940	0.839995519237799	0.293816311220662	0.839995519237799
MA0745.2	Snai2	ENSG00000019549	0.836456601459785	0.290957263125305	0.836456601459785
MA0150.2	Nfe2l2	ENSG00000116044	0.832665640807952	0.287894592695793	0.832665640807952
MA0607.1	Bhlha15	ENSG00000180535	0.832316115401277	0.287612215423723	0.832316115401277
MA1472.1	Bhlha15	ENSG00000180535	0.832316115401277	0.287612215423723	0.832316115401277
MA0138.2	Rest	ENSG00000084093	0.830767212612166	0.286360875933269	0.830767212612166
MA0090.3	Tead1	ENSG00000187079	0.828783296190173	0.284758094285476	0.828783296190173
MA0655.1	Jdp2	ENSG00000140044	0.823584727675782	0.280558234796794	0.823584727675782
MA0656.1	Jdp2	ENSG00000140044	0.823584727675782	0.280558234796794	0.823584727675782
MA0039.4	Klf4	ENSG00000136826	0.818406794250475	0.276375046142488	0.818406794250475
MA1107.2	Klf9	ENSG00000119138	0.81650247031495	0.274836566284428	0.81650247031495
MA0513.1	Smad2	ENSG00000175387	0.810096749089108	0.269661462984794	0.810096749089108
MA1622.1	Smad2	ENSG00000175387	0.810096749089108	0.269661462984794	0.810096749089108
MA1122.1	Tfdp1	ENSG00000198176	0.80839877604443	0.268289691470487	0.80839877604443
MA0062.3	Gabpa	ENSG00000154727	0.805965309467379	0.26632372378809	0.805965309467379
MA0095.2	Yy1	ENSG00000100811	0.803729350171566	0.264517319806142	0.803729350171566
MA0671.1	Nfix	ENSG00000008441	0.801253139481411	0.262516819681111	0.801253139481411
MA1528.1	Nfix	ENSG00000008441	0.801253139481411	0.262516819681111	0.801253139481411
MA0665.1	Msc	ENSG00000178860	0.799689294515783	0.261253408590243	0.799689294515783
MA0865.1	E2f8	ENSG00000129173	0.799451128759326	0.261060997408325	0.799451128759326
MA1599.1	Zfp738	ENSG00000181450	0.796975780301154	0.259061193869896	0.796975780301154
MA1599.1	Zfp595	ENSG00000181450	0.796975780301154	0.259061193869896	0.796975780301154
MA1599.1	Zfp457	ENSG00000181450	0.796975780301154	0.259061193869896	0.796975780301154
MA1599.1	Zfp953	ENSG00000181450	0.796975780301154	0.259061193869896	0.796975780301154
MA1632.1	Atf2	ENSG00000115966	0.796063414576627	0.258324104835733	0.796063414576627
MA0484.2	Hnf4g	ENSG00000164749	0.794922588937234	0.257402445849558	0.794922588937234
MA0619.1	Lin54	ENSG00000189308	0.792499439904725	0.255444813584348	0.792499439904725
MA0809.2	Tead4	ENSG00000197905	0.791612131074086	0.254727967706212	0.791612131074086
MA0109.1	Hltf	ENSG00000071794	0.790108717440777	0.253513378344586	0.790108717440777
MA1653.1	Zfp148	ENSG00000163848	0.787790217788626	0.251640291025137	0.787790217788626
MA0803.1	Tbx15	ENSG00000092607	0.786858690909948	0.250887721930483	0.786858690909948
MA1495.1	Hoxa1	ENSG00000105991	0.786026099479741	0.250215081566376	0.786026099479741
MA1517.1	Klf6	ENSG00000067082	0.78585346728454	0.250075614141631	0.78585346728454
MA1599.1	Zfp738	ENSG00000196081	0.784925178367776	0.249325660956534	0.784925178367776
MA1599.1	Zfp595	ENSG00000196081	0.784925178367776	0.249325660956534	0.784925178367776
MA1599.1	Zfp457	ENSG00000196081	0.784925178367776	0.249325660956534	0.784925178367776
MA1599.1	Zfp953	ENSG00000196081	0.784925178367776	0.249325660956534	0.784925178367776
MA1111.1	Nr2f2	ENSG00000185551	0.784420802528093	0.248918181926434	0.784420802528093
MA0830.2	Tcf4	ENSG00000196628	0.78260638862358	0.247452339275295	0.78260638862358
MA0606.1	Nfat5	ENSG00000102908	0.778852276345113	0.244419438192882	0.778852276345113
MA0591.1	Bach1	ENSG00000156273	0.778570754772601	0.244192000381048	0.778570754772601
MA1633.1	Bach1	ENSG00000156273	0.778570754772601	0.244192000381048	0.778570754772601
MA0157.2	Foxo3	ENSG00000118689	0.77792222340137	0.243668059872111	0.77792222340137
MA0625.1	Nfatc3	ENSG00000072736	0.77688752107727	0.24283213660558	0.77688752107727
MA0663.1	Mlx	ENSG00000108788	0.776781397761977	0.242746400885936	0.776781397761977
MA0687.1	Spic	ENSG00000166211	0.776286256983896	0.242346382748385	0.776286256983896
MA0103.3	Zeb1	ENSG00000148516	0.773761305080948	0.240306505197728	0.773761305080948
MA0843.1	Tef	ENSG00000167074	0.773055290247267	0.239736124507317	0.773055290247267
MA0024.3	E2f1	ENSG00000101412	0.771398587380759	0.238397694661761	0.771398587380759
MA0505.1	Nr5a2	ENSG00000116833	0.771360265072459	0.238366734540778	0.771360265072459
MA0508.3	Prdm1	ENSG00000057657	0.769845059959673	0.23714261898808	0.769845059959673
MA0652.1	Irf8	ENSG00000140968	0.767805134010164	0.235494587932697	0.767805134010164
MA0480.1	Foxo1	ENSG00000150907	0.763619158795854	0.232112790102287	0.763619158795854
MA0043.3	Hlf	ENSG00000108924	0.763023689082269	0.231631717453173	0.763023689082269
MA0739.1	Hic1	ENSG00000177374	0.759676382845756	0.228927469962729	0.759676382845756
MA0087.1	Sox5	ENSG00000134532	0.757138266888347	0.226876957334572	0.757138266888347
MA1121.1	Tead2	ENSG00000074219	0.756561958328912	0.226411364745948	0.756561958328912
MA0117.2	Mafb	ENSG00000204103	0.755987123704411	0.225946962931209	0.755987123704411
MA0840.1	Creb5	ENSG00000146592	0.753555213596123	0.22398225270076	0.753555213596123
MA0526.3	Usf2	ENSG00000105698	0.752188793377905	0.222878338632277	0.752188793377905
MA0794.1	Prox1	ENSG00000117707	0.751905797870459	0.222649710046559	0.751905797870459
MA1593.1	Zfp317	ENSG00000130803	0.751509309373047	0.222329391871777	0.751509309373047
MA0510.2	Rfx5	ENSG00000143390	0.75086519980662	0.221809023684493	0.75086519980662
MA0101.1	Rel	ENSG00000162924	0.748235699883264	0.219684683075531	0.748235699883264
MA1483.1	Elf2	ENSG00000109381	0.745707901470398	0.217642505864561	0.745707901470398
MA0638.1	Creb3	ENSG00000107175	0.745023995660735	0.21708998678241	0.745023995660735
MA1599.1	Zfp738	ENSG00000196172	0.744167683091913	0.216398182402514	0.744167683091913
MA1599.1	Zfp595	ENSG00000196172	0.744167683091913	0.216398182402514	0.744167683091913
MA1599.1	Zfp457	ENSG00000196172	0.744167683091913	0.216398182402514	0.744167683091913
MA1599.1	Zfp953	ENSG00000196172	0.744167683091913	0.216398182402514	0.744167683091913
MA1578.1	Vezf1	ENSG00000136451	0.743967184312616	0.21623620190762	0.743967184312616
MA1596.1	Zfp113	ENSG00000197714	0.743620131431307	0.215955822158348	0.743620131431307
MA0474.2	Erg	ENSG00000157554	0.743426250191612	0.215799187892211	0.743426250191612
MA0002.2	Runx1	ENSG00000159216	0.742711391748323	0.215221662558497	0.742711391748323
MA0643.1	Esrrg	ENSG00000196482	0.740816516972371	0.2136908165601	0.740816516972371
MA0136.2	Elf5	ENSG00000135374	0.737022164116225	0.210625405610495	0.737022164116225
MA1124.1	Zfp24	ENSG00000172466	0.736877557277112	0.210508579525834	0.736877557277112
MA1599.1	Zfp738	ENSG00000214652	0.736529347306514	0.210227264978374	0.736529347306514
MA1599.1	Zfp595	ENSG00000214652	0.736529347306514	0.210227264978374	0.736529347306514
MA1599.1	Zfp457	ENSG00000214652	0.736529347306514	0.210227264978374	0.736529347306514
MA1599.1	Zfp953	ENSG00000214652	0.736529347306514	0.210227264978374	0.736529347306514
MA0071.1	Rora	ENSG00000069667	0.735630608322426	0.209501184820014	0.735630608322426
MA0072.1	Rora	ENSG00000069667	0.735630608322426	0.209501184820014	0.735630608322426
MA0050.2	Irf1	ENSG00000125347	0.735138314054264	0.209103466342776	0.735138314054264
MA0088.2	Zfp143	ENSG00000166478	0.732665051233978	0.207105347765513	0.732665051233978
MA0746.2	Sp3	ENSG00000172845	0.731151320056127	0.205882422986699	0.731151320056127
MA1511.1	Klf10	ENSG00000155090	0.729425342247692	0.204488026768597	0.729425342247692
MA1594.1	Zfp382	ENSG00000161298	0.728415997017803	0.203672589186238	0.728415997017803
MA0495.3	Maff	ENSG00000185022	0.727190856886814	0.202682813560533	0.727190856886814
MA0818.1	Bhlhe22	ENSG00000180828	0.726898168217928	0.202446353989048	0.726898168217928
MA1635.1	Bhlhe22	ENSG00000180828	0.726898168217928	0.202446353989048	0.726898168217928
MA0819.1	Clock	ENSG00000134852	0.726221007699836	0.201899284344896	0.726221007699836
MA0754.1	Cux1	ENSG00000257923	0.725921798908109	0.201657557246454	0.725921798908109
MA1484.1	Ets2	ENSG00000157557	0.724735281285743	0.200698984269877	0.724735281285743
MA0070.1	Pbx1	ENSG00000185630	0.722493426250192	0.198887817192393	0.722493426250192
MA0636.1	Bhlhe41	ENSG00000123095	0.720945777162254	0.197637490551679	0.720945777162254
MA0504.1	Nr2c2	ENSG00000177463	0.714988149563126	0.192824396575334	0.714988149563126
MA1536.1	Nr2c2	ENSG00000177463	0.714988149563126	0.192824396575334	0.714988149563126
MA0732.1	Egr3	ENSG00000179388	0.713828572736331	0.191887588735756	0.713828572736331
MA0614.1	Foxj2	ENSG00000065970	0.712619536123197	0.190910822943831	0.712619536123197
MA0059.1	Myc	ENSG00000136997	0.70963187001073	0.18849712428107	0.70963187001073
MA0147.3	Myc	ENSG00000136997	0.70963187001073	0.18849712428107	0.70963187001073
MA0145.3	Tfcp2	ENSG00000135457	0.708998077988845	0.187985091510973	0.708998077988845
MA0469.3	E2f3	ENSG00000112242	0.708591271946891	0.187656437919004	0.708591271946891
MA0124.2	Nkx3-1	ENSG00000167034	0.707244095416652	0.186568070589076	0.707244095416652
MA0478.1	Fosl2	ENSG00000075426	0.70667515653189	0.186108431869872	0.70667515653189
MA1130.1	Fosl2	ENSG00000075426	0.70667515653189	0.186108431869872	0.70667515653189
MA1131.1	Fosl2	ENSG00000075426	0.70667515653189	0.186108431869872	0.70667515653189
MA1138.1	Fosl2	ENSG00000075426	0.70667515653189	0.186108431869872	0.70667515653189
MA1139.1	Fosl2	ENSG00000075426	0.70667515653189	0.186108431869872	0.70667515653189
MA1144.1	Fosl2	ENSG00000075426	0.70667515653189	0.186108431869872	0.70667515653189
MA1145.1	Fosl2	ENSG00000075426	0.70667515653189	0.186108431869872	0.70667515653189
MA0119.1	Nfic	ENSG00000141905	0.705347141155801	0.185035544600436	0.705347141155801
MA0161.2	Nfic	ENSG00000141905	0.705347141155801	0.185035544600436	0.705347141155801
MA1527.1	Nfic	ENSG00000141905	0.705347141155801	0.185035544600436	0.705347141155801
MA1602.1	Zscan29	ENSG00000140265	0.705190904052731	0.184909322568737	0.705190904052731
MA1615.1	Plagl1	ENSG00000118495	0.704983079226951	0.184741423451101	0.704983079226951
MA0801.1	Mga	ENSG00000174197	0.703812774888865	0.183795948987247	0.703812774888865
MA0825.1	Mnt	ENSG00000070444	0.702070583796149	0.182388454256421	0.702070583796149
MA0511.2	Runx2	ENSG00000124813	0.70183770207648	0.182200311982758	0.70183770207648
MA0782.2	Pknox1	ENSG00000160199	0.701062412300871	0.181573964919801	0.701062412300871
MA0727.1	Nr3c2	ENSG00000151623	0.700928284221821	0.181465604496362	0.700928284221821
MA0850.1	Foxp3	ENSG00000049768	0.698712960015093	0.17967587134879	0.698712960015093
MA1105.2	Grhl2	ENSG00000083307	0.698192660983173	0.179255528167756	0.698192660983173
MA0004.1	Arnt	ENSG00000143437	0.697987784027262	0.179090010597888	0.697987784027262
MA0006.1	Arnt	ENSG00000143437	0.697987784027262	0.179090010597888	0.697987784027262
MA0259.1	Arnt	ENSG00000143437	0.697987784027262	0.179090010597888	0.697987784027262
MA1489.1	Foxn3	ENSG00000053254	0.696897072175646	0.178208837923767	0.696897072175646
MA0158.2	Hoxa5	ENSG00000106004	0.695752086036417	0.177283817721006	0.695752086036417
MA0609.2	Crem	ENSG00000095794	0.686628167486174	0.169912716274307	0.686628167486174
MA0689.1	Tbx20	ENSG00000164532	0.684879652623509	0.168500112647609	0.684879652623509
MA0679.2	Onecut1	ENSG00000169856	0.684020776586838	0.167806237273604	0.684020776586838
MA0501.1	Nfe2	ENSG00000123405	0.683951493766067	0.167750264535837	0.683951493766067
MA0841.1	Nfe2	ENSG00000123405	0.683951493766067	0.167750264535837	0.683951493766067
MA1599.1	Zfp738	ENSG00000105750	0.682875590635605	0.166881055645185	0.682875590635605
MA1599.1	Zfp595	ENSG00000105750	0.682875590635605	0.166881055645185	0.682875590635605
MA1599.1	Zfp457	ENSG00000105750	0.682875590635605	0.166881055645185	0.682875590635605
MA1599.1	Zfp953	ENSG00000105750	0.682875590635605	0.166881055645185	0.682875590635605
MA0684.2	Runx3	ENSG00000020633	0.681998537856545	0.166172495504829	0.681998537856545
MA1116.1	Rbpj	ENSG00000168214	0.681717016284033	0.165945057692995	0.681717016284033
MA0834.1	Atf7	ENSG00000170653	0.681532774417206	0.165796210957501	0.681532774417206
MA0462.2	Batf	ENSG00000156127	0.68145029512953	0.165729576956621	0.68145029512953
MA1634.1	Batf	ENSG00000156127	0.68145029512953	0.165729576956621	0.68145029512953
MA0882.1	Dlx6	ENSG00000006377	0.678783886517958	0.163575418272934	0.678783886517958
MA0768.1	Lef1	ENSG00000138795	0.676848668893784	0.162011979784233	0.676848668893784
MA0744.2	Scrt2	ENSG00000215397	0.674596718906877	0.160192657119857	0.674596718906877
MA1512.1	Klf11	ENSG00000172059	0.674562536111406	0.160165041260315	0.674562536111406
MA0737.1	Glis3	ENSG00000107249	0.674133621045433	0.159818526060086	0.674133621045433
MA0615.1	Gmeb1	ENSG00000162419	0.673888947846286	0.159620857595351	0.673888947846286
MA0725.1	Vsx1	ENSG00000100987	0.673603397842289	0.159390165263325	0.673603397842289
MA0074.1	Vdr	ENSG00000111424	0.672328050750528	0.158359828052251	0.672328050750528
MA0693.2	Vdr	ENSG00000111424	0.672328050750528	0.158359828052251	0.672328050750528
MA1574.1	Thrb	ENSG00000151090	0.672195396606412	0.158252658402696	0.672195396606412
MA1575.1	Thrb	ENSG00000151090	0.672195396606412	0.158252658402696	0.672195396606412
MA1576.1	Thrb	ENSG00000151090	0.672195396606412	0.158252658402696	0.672195396606412
MA0798.2	Rfx3	ENSG00000080298	0.67036182154775	0.156771335691066	0.67036182154775
MA0073.1	Rreb1	ENSG00000124782	0.669449455823222	0.156034246656902	0.669449455823222
MA0777.1	Mybl2	ENSG00000101057	0.668337778253843	0.155136136037568	0.668337778253843
MA0516.2	Sp2	ENSG00000167182	0.667206126852736	0.154221888805535	0.667206126852736
MA1531.1	Nr1d1	ENSG00000126368	0.664753499121535	0.152240441062647	0.664753499121535
MA0899.1	Hoxa10	ENSG00000253293	0.664707543675943	0.152203314224039	0.664707543675943
MA0089.2	Nfe2l1	ENSG00000082641	0.663444644899596	0.151183033853702	0.663444644899596
MA0854.1	Alx1	ENSG00000180318	0.662827448476898	0.150684408463833	0.662827448476898
MA0659.2	Mafg	ENSG00000197063	0.661812998926975	0.149864847164172	0.661812998926975
MA0785.1	Pou2f1	ENSG00000143190	0.661743723985048	0.149808880791626	0.661743723985048
MA1558.1	Snai1	ENSG00000124216	0.661307439244402	0.149456411721978	0.661307439244402
MA1494.1	Hnf4a	ENSG00000101076	0.660241784286674	0.148595482203884	0.660241784286674
MA0114.4	Hnf4a	ENSG00000101076	0.660241784286674	0.148595482203884	0.660241784286674
MA0501.1	Maf	ENSG00000178573	0.657585753534496	0.146449707665011	0.657585753534496
MA1520.1	Maf	ENSG00000178573	0.657585753534496	0.146449707665011	0.657585753534496
MA0773.1	Mef2d	ENSG00000116604	0.65756806631528	0.146435418378404	0.65756806631528
MA0029.1	Mecom	ENSG00000085276	0.655659320574952	0.144893366198693	0.655659320574952
MA1649.1	Zbtb12	ENSG00000204366	0.655628421322984	0.144868403073514	0.655628421322984
MA0033.2	Foxl1	ENSG00000176678	0.654948206876343	0.144318866198093	0.654948206876343
MA0148.4	Foxa1	ENSG00000129514	0.653508849505347	0.143156027102014	0.653508849505347
MA0775.1	Meis3	ENSG00000105419	0.653082934933126	0.14281193596374	0.653082934933126
MA0141.3	Esrrb	ENSG00000119715	0.652555672774774	0.142385967358604	0.652555672774774
MA0112.3	Esr1	ENSG00000091831	0.652145459690827	0.142054561259362	0.652145459690827
MA0113.3	Nr3c1	ENSG00000113580	0.651112231301661	0.141219828766715	0.651112231301661
MA1513.1	Klf15	ENSG00000163884	0.650416534012523	0.140657783493492	0.650416534012523
MA0017.2	Nr2f1	ENSG00000175745	0.650317780371903	0.140578001643268	0.650317780371903
MA1537.1	Nr2f1	ENSG00000175745	0.650317780371903	0.140578001643268	0.650317780371903
MA1538.1	Nr2f1	ENSG00000175745	0.650317780371903	0.140578001643268	0.650317780371903
MA0520.1	Stat6	ENSG00000166888	0.650112903415992	0.140412484073399	0.650112903415992
MA0067.1	Pax2	ENSG00000075891	0.64798848972142	0.138696196409145	0.64798848972142
MA0007.3	Ar	ENSG00000169083	0.647604266157275	0.138385786922921	0.647604266157275
MA0800.1	Eomes	ENSG00000163508	0.644028500005896	0.135496969480465	0.644028500005896
MA1530.1	Nkx6-3	ENSG00000165066	0.642622112533217	0.134360766359252	0.642622112533217
MA1108.2	Mxi1	ENSG00000119950	0.642550143266476	0.134302623274866	0.642550143266476
MA0079.4	Sp1	ENSG00000185591	0.640987772235783	0.133040402957882	0.640987772235783
MA1599.1	Zfp738	ENSG00000234444	0.640872805310882	0.132947522594934	0.640872805310882
MA1599.1	Zfp595	ENSG00000234444	0.640872805310882	0.132947522594934	0.640872805310882
MA1599.1	Zfp457	ENSG00000234444	0.640872805310882	0.132947522594934	0.640872805310882
MA1599.1	Zfp953	ENSG00000234444	0.640872805310882	0.132947522594934	0.640872805310882
MA0861.1	Trp73	ENSG00000078900	0.639397864452282	0.131755936037387	0.639397864452282
MA1651.1	Zfp42	ENSG00000179059	0.639339756292521	0.131708991170648	0.639339756292521
MA0867.2	Sox4	ENSG00000124766	0.63742379756388	0.130161111706498	0.63742379756388
MA0742.1	Klf12	ENSG00000118922	0.636682408291768	0.129562152442873	0.636682408291768
MA1507.1	Hoxd4	ENSG00000170166	0.636414614070316	0.129345804788923	0.636414614070316
MA0599.1	Klf5	ENSG00000102554	0.635692708430099	0.128762586111589	0.635692708430099
MA0472.2	Egr2	ENSG00000122877	0.634556728236731	0.127844841701592	0.634556728236731
MA0678.1	Olig2	ENSG00000205927	0.633276765577223	0.12681077563017	0.633276765577223
MA1464.1	Arnt2	ENSG00000172379	0.632670357399743	0.126320865930768	0.632670357399743
MA1544.1	Ovol1	ENSG00000172818	0.631759813249989	0.125585248524434	0.631759813249989
MA0009.2	T	ENSG00000164458	0.629965673331241	0.124135784976745	0.629965673331241
MA0661.1	Meox1	ENSG00000005102	0.629004441482585	0.123359217602625	0.629004441482585
MA1599.1	Zfp738	ENSG00000172687	0.628817491480656	0.12320818299813	0.628817491480656
MA1599.1	Zfp595	ENSG00000172687	0.628817491480656	0.12320818299813	0.628817491480656
MA1599.1	Zfp457	ENSG00000172687	0.628817491480656	0.12320818299813	0.628817491480656
MA1599.1	Zfp953	ENSG00000172687	0.628817491480656	0.12320818299813	0.628817491480656
MA0140.2	Gata1	ENSG00000102145	0.627839540821558	0.122418108702927	0.627839540821558
MA0035.4	Gata1	ENSG00000102145	0.627839540821558	0.122418108702927	0.627839540821558
MA1148.1	Ppara	ENSG00000186951	0.627770997677079	0.122362733540528	0.627770997677079
MA0107.1	Rela	ENSG00000173039	0.627750362587994	0.122346062706153	0.627750362587994
MA0761.2	Etv1	ENSG00000006468	0.626967703137713	0.121713761773777	0.626967703137713
MA0464.2	Bhlhe40	ENSG00000134107	0.625260886483427	0.120334845616166	0.625260886483427
MA1652.1	Zkscan5	ENSG00000196652	0.6247700661502	0.119938317912812	0.6247700661502
MA0869.1	Sox11	ENSG00000176887	0.624139990346617	0.11942928742972	0.624139990346617
MA0774.1	Meis2	ENSG00000134138	0.623539330479795	0.118944021719716	0.623539330479795
MA1640.1	Meis2	ENSG00000134138	0.623539330479795	0.118944021719716	0.623539330479795
MA0074.1	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA0115.1	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA0065.2	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA0159.1	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA0494.1	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA0512.2	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA1146.1	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA1147.1	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA1148.1	Rxra	ENSG00000186350	0.622436827148702	0.118053322854523	0.622436827148702
MA0695.1	Zbtb7c	ENSG00000184828	0.620539872887851	0.116520796865883	0.620539872887851
MA0823.1	Hey1	ENSG00000164683	0.620413114483474	0.116418390311864	0.620413114483474
MA1501.1	Hoxb7	ENSG00000260027	0.619368483622657	0.115574445902778	0.619368483622657
MA1518.1	Lhx1	ENSG00000273706	0.619142342090315	0.115391748943458	0.619142342090315
MA0826.1	Olig1	ENSG00000184221	0.618020416933023	0.114485359424036	0.618020416933023
MA0758.1	E2f7	ENSG00000165891	0.617730135397554	0.114250844545997	0.617730135397554
MA0059.1	Max	ENSG00000125952	0.616121015953872	0.11295085676181	0.616121015953872
MA0058.3	Max	ENSG00000125952	0.616121015953872	0.11295085676181	0.616121015953872
MA0036.3	Gata2	ENSG00000179348	0.616032579857795	0.112879410328773	0.616032579857795
MA0507.1	Pou2f2	ENSG00000028277	0.615659674319337	0.112578144536134	0.615659674319337
MA1100.2	Ascl1	ENSG00000139352	0.615126993690947	0.112147798415776	0.615126993690947
MA1631.1	Ascl1	ENSG00000139352	0.615126993690947	0.112147798415776	0.615126993690947
MA0907.1	Hoxc13	ENSG00000123364	0.615080784999524	0.112110466982981	0.615080784999524
MA0741.1	Klf16	ENSG00000129911	0.614296284504817	0.111476678693483	0.614296284504817
MA0081.2	Spib	ENSG00000269404	0.613242875386319	0.11062564243811	0.613242875386319
MA0832.1	Tcf21	ENSG00000118526	0.612673482141804	0.110165636647257	0.612673482141804
MA1568.1	Tcf21	ENSG00000118526	0.612673482141804	0.110165636647257	0.612673482141804
MA0154.4	Ebf1	ENSG00000164330	0.612489296735422	0.110016835525462	0.612489296735422
MA0100.3	Myb	ENSG00000118513	0.611823256017482	0.109478749430926	0.611823256017482
MA0130.1	Zfp354c	ENSG00000177932	0.611584244225123	0.10928565474702	0.611584244225123
MA0883.1	Dmbx1	ENSG00000197587	0.610873345831658	0.108711328688796	0.610873345831658
MA0831.2	Tfe3	ENSG00000068323	0.609965863666914	0.107978185022446	0.609965863666914
MA0513.1	Smad4	ENSG00000141646	0.606015718042143	0.104786911013468	0.606015718042143
MA1153.1	Smad4	ENSG00000141646	0.606015718042143	0.104786911013468	0.606015718042143
MA0703.2	Lmx1b	ENSG00000136944	0.605211823348879	0.104137454389772	0.605211823348879
MA1523.1	Msantd3	ENSG00000066697	0.602633037367198	0.102054084949809	0.602633037367198
MA0594.2	Hoxa9	ENSG00000078399	0.602486922198333	0.101936040304114	0.602486922198333
MA0852.2	Foxk1	ENSG00000164916	0.601369875128232	0.101033591731266	0.601369875128232
MA1579.1	Zbtb26	ENSG00000171448	0.599741177025481	0.0997177865895045	0.599741177025481
MA0483.1	Gfi1b	ENSG00000165702	0.599386137135857	0.0994309542345647	0.599386137135857
