motif.name	name.universal	name.datasetspecific	overall.scale	TFexpress.ExpressionModule.Cor	TFexpress.ExpressionModule.Cor.Scale
MA0861.1	Trp73	ENSG00000078900	0.428124552427288	0.140543755049876	0.428124552427288
MA0736.1	Glis2	ENSG00000126603	0.427052723414134	0.139383655437669	0.427052723414134
MA1533.1	Nr1i2	ENSG00000144852	0.424750069035625	0.136891365698567	0.424750069035625
MA0492.1	Jund	ENSG00000130522	0.421390151944384	0.133254742256993	0.421390151944384
MA1141.1	Jund	ENSG00000130522	0.421390151944384	0.133254742256993	0.421390151944384
MA1142.1	Jund	ENSG00000130522	0.421390151944384	0.133254742256993	0.421390151944384
MA1143.1	Jund	ENSG00000130522	0.421390151944384	0.133254742256993	0.421390151944384
MA1144.1	Jund	ENSG00000130522	0.421390151944384	0.133254742256993	0.421390151944384
MA1145.1	Jund	ENSG00000130522	0.421390151944384	0.133254742256993	0.421390151944384
MA0491.2	Jund	ENSG00000130522	0.421390151944384	0.133254742256993	0.421390151944384
MA1593.1	Zfp317	ENSG00000130803	0.418682635257566	0.130324247728599	0.418682635257566
MA0482.2	Gata4	ENSG00000136574	0.414231350204797	0.125506376594149	0.414231350204797
MA0762.1	Etv2	ENSG00000105672	0.414067424976704	0.12532895128544	0.414067424976704
MA0014.3	Pax5	ENSG00000196092	0.412929162321142	0.124096946880726	0.412929162321142
MA0659.2	Mafg	ENSG00000197063	0.412299452885799	0.123415377653937	0.412299452885799
MA0661.1	Meox1	ENSG00000005102	0.411405167514875	0.122447443310605	0.411405167514875
MA0893.2	Gsx2	ENSG00000180613	0.410497179669935	0.121464678024466	0.410497179669935
MA0658.1	Lhx6	ENSG00000106852	0.410480656952287	0.121446794576547	0.410480656952287
MA0607.1	Bhlha15	ENSG00000180535	0.409289878783314	0.1201579497374	0.409289878783314
MA1472.1	Bhlha15	ENSG00000180535	0.409289878783314	0.1201579497374	0.409289878783314
MA1118.1	Six1	ENSG00000126778	0.406714901660869	0.117370910084126	0.406714901660869
MA0886.1	Emx2	ENSG00000170370	0.40653412233877	0.117175242660602	0.40653412233877
MA0897.1	Hmx2	ENSG00000188816	0.405896870243196	0.116485509596951	0.405896870243196
MA0144.2	Stat3	ENSG00000168610	0.405597221412375	0.116161183152931	0.405597221412375
MA0890.1	Gbx2	ENSG00000168505	0.404886332536327	0.115391748943458	0.404886332536327
MA0771.1	Hsf4	ENSG00000102878	0.402847898291547	0.113185439216947	0.402847898291547
MA0674.1	Nkx6-1	ENSG00000163623	0.40084418170885	0.111016706329488	0.40084418170885
MA0638.1	Creb3	ENSG00000107175	0.400064469921921	0.110172781290561	0.400064469921921
MA0780.1	Pax3	ENSG00000135903	0.399492340471179	0.109553534054488	0.399492340471179
MA1546.1	Pax3	ENSG00000135903	0.399492340471179	0.109553534054488	0.399492340471179
MA0826.1	Olig1	ENSG00000184221	0.399411925169811	0.109466496141922	0.399411925169811
MA0677.1	Nr2f6	ENSG00000160113	0.396502121676526	0.10631705545434	0.396502121676526
MA0728.1	Nr2f6	ENSG00000160113	0.396502121676526	0.10631705545434	0.396502121676526
MA1539.1	Nr2f6	ENSG00000160113	0.396502121676526	0.10631705545434	0.396502121676526
MA0616.2	Hes2	ENSG00000069812	0.396376344859107	0.106180920272961	0.396376344859107
MA1655.1	Zfp341	ENSG00000131061	0.39528423424365	0.10499886876481	0.39528423424365
MA0470.2	E2f4	ENSG00000205250	0.394063046302826	0.103677109753629	0.394063046302826
MA0701.2	Lhx9	ENSG00000143355	0.393225707239418	0.10277081153738	0.393225707239418
MA0083.3	Srf	ENSG00000112658	0.390092535241174	0.0993796068064635	0.390092535241174
MA0655.1	Jdp2	ENSG00000140044	0.390065031008272	0.0993498374593648	0.390065031008272
MA0656.1	Jdp2	ENSG00000140044	0.390065031008272	0.0993498374593648	0.390065031008272
MA1584.1	Zic5	ENSG00000139800	0.389887495052968	0.0991576805104728	0.389887495052968
MA0030.1	Foxf2	ENSG00000137273	0.38699400859935	0.0960259006541969	0.38699400859935
MA1544.1	Ovol1	ENSG00000172818	0.386443688395527	0.0954302587680285	0.386443688395527
MA1599.1	Zfp738	ENSG00000197124	0.385801874908548	0.0947355886590695	0.385801874908548
MA1599.1	Zfp595	ENSG00000197124	0.385801874908548	0.0947355886590695	0.385801874908548
MA1599.1	Zfp457	ENSG00000197124	0.385801874908548	0.0947355886590695	0.385801874908548
MA1599.1	Zfp953	ENSG00000197124	0.385801874908548	0.0947355886590695	0.385801874908548
MA1599.1	Zfp738	ENSG00000181450	0.384831525571786	0.0936853260934281	0.384831525571786
MA1599.1	Zfp595	ENSG00000181450	0.384831525571786	0.0936853260934281	0.384831525571786
MA1599.1	Zfp457	ENSG00000181450	0.384831525571786	0.0936853260934281	0.384831525571786
MA1599.1	Zfp953	ENSG00000181450	0.384831525571786	0.0936853260934281	0.384831525571786
MA0139.1	Ctcf	ENSG00000102974	0.38469070389933	0.0935329070362829	0.38469070389933
MA0488.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA0489.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA0099.3	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1126.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1127.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1128.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1129.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1130.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1131.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1132.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA1133.1	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA0462.2	Jun	ENSG00000177606	0.382217523276832	0.0908560473451696	0.382217523276832
MA0650.2	Hoxa13	ENSG00000106031	0.380964705157005	0.0895000532480321	0.380964705157005
MA1550.1	Ppard	ENSG00000112033	0.379922570083536	0.0883720930232558	0.379922570083536
MA0746.2	Sp3	ENSG00000172845	0.379741042146386	0.0881756153324045	0.379741042146386
MA0670.1	Nfia	ENSG00000162599	0.379142550038451	0.0875278343395373	0.379142550038451
MA0838.1	Cebpg	ENSG00000153879	0.377287664571578	0.0855201895712023	0.377287664571578
MA1636.1	Cebpg	ENSG00000153879	0.377287664571578	0.0855201895712023	0.377287664571578
MA0471.2	E2f6	ENSG00000169016	0.376609960272886	0.0847866728586908	0.376609960272886
MA0610.1	Dmrt3	ENSG00000064218	0.373762644825102	0.0817048664266323	0.373762644825102
MA0597.1	Thap1	ENSG00000131931	0.371343449756918	0.0790864382762357	0.371343449756918
MA0047.3	Foxa2	ENSG00000125798	0.371073908274483	0.0787946986746687	0.371073908274483
MA0646.1	Gcm1	ENSG00000137270	0.37103483176105	0.0787524040105715	0.37103483176105
MA0751.1	Zic4	ENSG00000174963	0.370850437983185	0.0785528244623698	0.370850437983185
MA1419.1	Irf4	ENSG00000137265	0.370160767742156	0.0778063563509925	0.370160767742156
MA0527.1	Zbtb33	ENSG00000177485	0.369200319929237	0.0767668107503066	0.369200319929237
MA0501.1	Nfe2	ENSG00000123405	0.366101967294075	0.0734132929350395	0.366101967294075
MA0841.1	Nfe2	ENSG00000123405	0.366101967294075	0.0734132929350395	0.366101967294075
MA1632.1	Atf2	ENSG00000115966	0.365585163556671	0.0728539277676562	0.365585163556671
MA0109.1	Hltf	ENSG00000071794	0.36537613138662	0.0726276807297062	0.36537613138662
MA0664.1	Mlxipl	ENSG00000009950	0.364676423701608	0.0718703485395158	0.364676423701608
MA0862.1	Gmeb2	ENSG00000101216	0.363363921707551	0.0704497552959668	0.363363921707551
MA1599.1	Zfp738	ENSG00000196172	0.363168073237264	0.0702377777028596	0.363168073237264
MA1599.1	Zfp595	ENSG00000196172	0.363168073237264	0.0702377777028596	0.363168073237264
MA1599.1	Zfp457	ENSG00000196172	0.363168073237264	0.0702377777028596	0.363168073237264
MA1599.1	Zfp953	ENSG00000196172	0.363168073237264	0.0702377777028596	0.363168073237264
MA0782.2	Pknox1	ENSG00000160199	0.362454081683171	0.0694649852939425	0.362454081683171
MA0790.1	Pou4f1	ENSG00000152192	0.361589318354803	0.0685290042843051	0.361589318354803
MA0618.1	Lbx1	ENSG00000138136	0.361433211140951	0.0683600408432809	0.361433211140951
MA0863.1	Mtf1	ENSG00000188786	0.360742218227385	0.0676121411305207	0.360742218227385
MA0469.3	E2f3	ENSG00000112242	0.360210836447729	0.0670369973445742	0.360210836447729
MA0117.2	Mafb	ENSG00000204103	0.359593641461421	0.0663689731956799	0.359593641461421
MA0711.1	Otx1	ENSG00000115507	0.358560366954281	0.0652506032501709	0.358560366954281
MA1542.1	Osr1	ENSG00000143867	0.357819605914557	0.0644488367516189	0.357819605914557
MA1645.1	Nkx2-2	ENSG00000125820	0.357391060313475	0.0639849982293109	0.357391060313475
MA1557.1	Smad5	ENSG00000113658	0.357312990469233	0.0639004989342574	0.357312990469233
MA0819.1	Clock	ENSG00000134852	0.357182070320622	0.0637587968420677	0.357182070320622
MA0090.3	Tead1	ENSG00000187079	0.357160066934301	0.0637349813643887	0.357160066934301
MA0676.1	Nr2e1	ENSG00000112333	0.35616425969095	0.0626571643033954	0.35616425969095
MA0660.1	Mef2b	ENSG00000213999	0.356113320110361	0.0626020295879119	0.356113320110361
MA0663.1	Mlx	ENSG00000108788	0.356043395078503	0.0625263458721823	0.356043395078503
MA0727.1	Nr3c2	ENSG00000151623	0.35595208102527	0.0624275116398147	0.35595208102527
MA1599.1	Zfp738	ENSG00000196081	0.355197567848034	0.0616108604449186	0.355197567848034
MA1599.1	Zfp595	ENSG00000196081	0.355197567848034	0.0616108604449186	0.355197567848034
MA1599.1	Zfp457	ENSG00000196081	0.355197567848034	0.0616108604449186	0.355197567848034
MA1599.1	Zfp953	ENSG00000196081	0.355197567848034	0.0616108604449186	0.355197567848034
MA0031.1	Foxd1	ENSG00000251493	0.351718998975508	0.0578458136412514	0.351718998975508
MA1653.1	Zfp148	ENSG00000163848	0.34895280383651	0.0548518081901428	0.34895280383651
MA0657.1	Klf13	ENSG00000169926	0.348576545930419	0.0544445635218328	0.348576545930419
MA0073.1	Rreb1	ENSG00000124782	0.348347710712679	0.0541968825539718	0.348347710712679
MA0743.2	Scrt1	ENSG00000261678	0.348296220951652	0.0541411523478784	0.348296220951652
MA0692.1	Tfeb	ENSG00000112561	0.348101272785882	0.0539301492039677	0.348101272785882
MA0831.2	Tfe3	ENSG00000068323	0.347121021925274	0.0528691696733707	0.347121021925274
MA1516.1	Klf3	ENSG00000109787	0.347114420909378	0.052862025030067	0.347114420909378
MA1523.1	Msantd3	ENSG00000066697	0.346481823552645	0.0521773300467974	0.346481823552645
MA1517.1	Klf6	ENSG00000067082	0.345664397750814	0.0512925850510247	0.345664397750814
MA1616.1	Prdm15	ENSG00000141956	0.344944887018112	0.0505138189309232	0.344944887018112
MA0820.1	Figla	ENSG00000183733	0.344442355173685	0.0499699010198693	0.344442355173685
MA0105.4	Nfkb1	ENSG00000109320	0.344258381364892	0.0497707760273402	0.344258381364892
MA0113.3	Nr3c1	ENSG00000113580	0.344229776962675	0.0497398159063575	0.344229776962675
MA0849.1	Foxo6	ENSG00000204060	0.343921673482111	0.049406338528964	0.343921673482111
MA0904.2	Hoxb5	ENSG00000120075	0.34285236497897	0.0482489670036557	0.34285236497897
MA0076.2	Elk4	ENSG00000158711	0.342839162947178	0.0482346777170483	0.342839162947178
MA0142.1	Sox2	ENSG00000181449	0.342651006360271	0.0480310254732429	0.342651006360271
MA0143.4	Sox2	ENSG00000181449	0.342651006360271	0.0480310254732429	0.342651006360271
MA0883.1	Dmbx1	ENSG00000197587	0.341579260841623	0.0468710162317411	0.341579260841623
MA0004.1	Arnt	ENSG00000143437	0.341388039619297	0.046664046964122	0.341388039619297
MA0006.1	Arnt	ENSG00000143437	0.341388039619297	0.046664046964122	0.341388039619297
MA0259.1	Arnt	ENSG00000143437	0.341388039619297	0.046664046964122	0.341388039619297
MA0601.1	Arid3b	ENSG00000179361	0.340166851678473	0.0453422879529406	0.340166851678473
MA1117.1	Relb	ENSG00000104856	0.339642070914714	0.0447742888102978	0.339642070914714
MA1656.1	Zfp449	ENSG00000173275	0.339261412331358	0.0443622810464521	0.339261412331358
MA1581.1	Zbtb6	ENSG00000186130	0.338765235969816	0.0438252420247919	0.338765235969816
MA1560.1	Sohlh2	ENSG00000120669	0.338721209224084	0.0437775894514584	0.338721209224084
MA0060.3	Nfya	ENSG00000001167	0.338523198720283	0.0435632717703235	0.338523198720283
MA1502.1	Hoxb8	ENSG00000120068	0.338439194354984	0.043472349216062	0.338439194354984
MA0528.2	Zfp263	ENSG00000006194	0.338308665703652	0.0433310708629538	0.338308665703652
MA0485.2	Hoxc9	ENSG00000180806	0.337585859311023	0.0425487376684815	0.337585859311023
MA0885.1	Dlx2	ENSG00000115844	0.337454832069706	0.0424069196639527	0.337454832069706
MA0513.1	Smad4	ENSG00000141646	0.336691416809047	0.0415806332535515	0.336691416809047
MA1153.1	Smad4	ENSG00000141646	0.336691416809047	0.0415806332535515	0.336691416809047
MA0899.1	Hoxa10	ENSG00000253293	0.336450312285175	0.041319672539471	0.336450312285175
MA0778.1	Nfkb2	ENSG00000077150	0.336370167368758	0.0412329272794389	0.336370167368758
MA0131.2	Hinfp	ENSG00000172273	0.336013712510355	0.04084711654104	0.336013712510355
MA0493.1	Klf1	ENSG00000105610	0.335965317843082	0.0407947363254946	0.335965317843082
MA0051.1	Irf2	ENSG00000168310	0.335877291515164	0.0406994605794306	0.335877291515164
MA1497.1	Hoxa6	ENSG00000106006	0.33538427798422	0.0401658448636383	0.33538427798422
MA0768.1	Lef1	ENSG00000138795	0.335290362204398	0.0400641946391957	0.335290362204398
MA0914.1	Isl2	ENSG00000159556	0.335288041127838	0.040061682410114	0.335288041127838
MA0132.2	Pdx1	ENSG00000139515	0.334865904394964	0.0396047805590765	0.334865904394964
MA0608.1	Creb3l2	ENSG00000182158	0.334378860906694	0.0390776265494945	0.334378860906694
MA1592.1	Zfp110	ENSG00000171606	0.334154426366218	0.0388347086771693	0.334154426366218
MA1592.1	Zfp369	ENSG00000171606	0.334154426366218	0.0388347086771693	0.334154426366218
MA0604.1	Atf1	ENSG00000123268	0.331418305277182	0.0358732540277927	0.331418305277182
MA0154.4	Ebf1	ENSG00000164330	0.331369323122045	0.0358202379417544	0.331369323122045
MA1525.1	Nfatc4	ENSG00000100968	0.331361096472747	0.0358113337858274	0.331361096472747
MA0726.1	Vsx2	ENSG00000119614	0.331164129902223	0.035598146011212	0.331164129902223
MA1559.1	Snai3	ENSG00000185669	0.330203908455727	0.0345588454193804	0.330203908455727
MA1100.2	Ascl1	ENSG00000139352	0.330119038024776	0.0344669854745328	0.330119038024776
MA1631.1	Ascl1	ENSG00000139352	0.330119038024776	0.0344669854745328	0.330119038024776
MA0756.1	Onecut2	ENSG00000119547	0.329963881441354	0.0342990509532145	0.329963881441354
MA0789.1	Pou3f4	ENSG00000196767	0.329096004521137	0.0333596999315211	0.329096004521137
MA0772.1	Irf7	ENSG00000185507	0.329081545649876	0.0333440502982889	0.329081545649876
MA0837.1	Cebpe	ENSG00000092067	0.328405729981875	0.0326125777548616	0.328405729981875
MA1418.1	Irf3	ENSG00000126456	0.32813429986875	0.0323187939842103	0.32813429986875
MA0517.1	Stat1	ENSG00000115415	0.327898863635114	0.0320639683730456	0.327898863635114
MA0137.3	Stat1	ENSG00000115415	0.327898863635114	0.0320639683730456	0.327898863635114
MA0138.2	Rest	ENSG00000084093	0.327877960418108	0.0320413436692506	0.327877960418108
MA1471.1	Barx2	ENSG00000043039	0.327412201044967	0.0315372266304954	0.327412201044967
MA0632.2	Tcfl5	ENSG00000101190	0.327192554934204	0.0312994915395515	0.327192554934204
MA0696.1	Zic1	ENSG00000152977	0.327106741727552	0.0312066111766037	0.327106741727552
MA1628.1	Zic1	ENSG00000152977	0.327106741727552	0.0312066111766037	0.327106741727552
MA0136.2	Elf5	ENSG00000135374	0.326512396791756	0.0305633188967039	0.326512396791756
MA0637.1	Cenpb	ENSG00000125817	0.326072582570458	0.0300872837256933	0.326072582570458
MA0622.1	Mlxip	ENSG00000175727	0.325401479287662	0.0293609116564855	0.325401479287662
MA0636.1	Bhlhe41	ENSG00000123095	0.325080389445992	0.0290133784247538	0.325080389445992
MA0666.1	Msx1	ENSG00000163132	0.324937440051659	0.0288586564169559	0.324937440051659
MA1478.1	Dmrta2	ENSG00000142700	0.323983709399969	0.0278263811700674	0.323983709399969
MA0679.2	Onecut1	ENSG00000169856	0.32391185003372	0.0277486038176211	0.32391185003372
MA1652.1	Zkscan5	ENSG00000196652	0.323524590434468	0.0273294514104717	0.323524590434468
MA0146.2	Zfx	ENSG00000067646	0.323506100028276	0.0273094382247955	0.323506100028276
MA0834.1	Atf7	ENSG00000267281	0.322957358456626	0.0267155049792312	0.322957358456626
MA1599.1	Zfp738	ENSG00000234444	0.322891993077735	0.026644756427202	0.322891993077735
MA1599.1	Zfp595	ENSG00000234444	0.322891993077735	0.026644756427202	0.322891993077735
MA1599.1	Zfp457	ENSG00000234444	0.322891993077735	0.026644756427202	0.322891993077735
MA1599.1	Zfp953	ENSG00000234444	0.322891993077735	0.026644756427202	0.322891993077735
MA0802.1	Tbr1	ENSG00000136535	0.322017380939648	0.0256981155080123	0.322017380939648
MA0057.1	Mzf1	ENSG00000099326	0.321988754069251	0.0256671310684814	0.321988754069251
MA0056.2	Mzf1	ENSG00000099326	0.321988754069251	0.0256671310684814	0.321988754069251
MA0077.1	Sox9	ENSG00000125398	0.321952448481821	0.0256278355303111	0.321952448481821
MA0494.1	Nr1h3	ENSG00000025434	0.321265942828601	0.0248847926267281	0.321265942828601
MA0874.1	Arx	ENSG00000004848	0.32109460657101	0.0246993459523527	0.32109460657101
MA0866.1	Sox21	ENSG00000125285	0.320917369629107	0.0245075126421441	0.320917369629107
MA0473.3	Elf1	ENSG00000120690	0.320795070361329	0.0243751414043987	0.320795070361329
MA1500.1	Hoxb6	ENSG00000108511	0.320720258847837	0.0242941687802903	0.320720258847837
MA0766.2	Gata5	ENSG00000130700	0.320354459123277	0.02389824357823	0.320354459123277
MA1602.1	Zscan29	ENSG00000140265	0.320209780285186	0.0237416496981388	0.320209780285186
MA1506.1	Hoxd10	ENSG00000128710	0.320127872857863	0.0236529967754169	0.320127872857863
MA1596.1	Zfp113	ENSG00000197714	0.31977747775672	0.0232737448462696	0.31977747775672
MA0738.1	Hic2	ENSG00000169635	0.319722405278172	0.0232141368675502	0.319722405278172
MA1154.1	Zfp282	ENSG00000170265	0.318970989635305	0.0224008383048143	0.318970989635305
MA0074.1	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA0115.1	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA0065.2	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA0159.1	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA0494.1	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA0512.2	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA1146.1	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA1147.1	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA1148.1	Rxra	ENSG00000186350	0.318518820046405	0.021911430238512	0.318518820046405
MA0734.2	Gli2	ENSG00000074047	0.318334200608774	0.0217116064463093	0.318334200608774
MA0880.1	Dlx3	ENSG00000064195	0.317897877375772	0.0212393497643282	0.317897877375772
MA0864.2	E2f2	ENSG00000007968	0.317803625940039	0.0211373362409945	0.317803625940039
MA1606.1	Foxf1	ENSG00000103241	0.317164511618338	0.020445587587373	0.317164511618338
MA1608.1	Isl1	ENSG00000016082	0.315973112787178	0.019156070971336	0.315973112787178
MA0907.1	Hoxc13	ENSG00000123364	0.315959014331838	0.0191408114361186	0.315959014331838
MA0779.1	Pax1	ENSG00000125813	0.315903704649137	0.0190809467182722	0.315903704649137
MA0703.2	Lmx1b	ENSG00000136944	0.315861911607378	0.0190357118058537	0.315861911607378
MA0842.2	Nrl	ENSG00000129535	0.315448247485288	0.0185879803284154	0.315448247485288
MA0881.1	Dlx4	ENSG00000108813	0.315107737409914	0.0182194275074463	0.315107737409914
MA1494.1	Hnf4a	ENSG00000101076	0.315043385176979	0.0181497755391229	0.315043385176979
MA0114.4	Hnf4a	ENSG00000101076	0.315043385176979	0.0181497755391229	0.315043385176979
MA0101.1	Rel	ENSG00000162924	0.313653871330798	0.0166458281236976	0.313653871330798
MA0643.1	Esrrg	ENSG00000196482	0.313219838352318	0.016176050310408	0.313219838352318
MA0059.1	Myc	ENSG00000136997	0.312992669571847	0.0159301730194453	0.312992669571847
MA0147.3	Myc	ENSG00000136997	0.312992669571847	0.0159301730194453	0.312992669571847
MA1476.1	Dlx5	ENSG00000105880	0.312695415705338	0.0156084387772932	0.312695415705338
MA0879.1	Dlx1	ENSG00000144355	0.312595910726456	0.0155007390546721	0.312595910726456
MA0754.1	Cux1	ENSG00000257923	0.312266557823249	0.0151442622560402	0.312266557823249
MA0844.1	Xbp1	ENSG00000100219	0.31205422514525	0.0149144428964384	0.31205422514525
MA0857.1	Rarb	ENSG00000077092	0.311857294837676	0.0147012943712118	0.311857294837676
MA0858.1	Rarb	ENSG00000077092	0.311857294837676	0.0147012943712118	0.311857294837676
MA1552.1	Rarb	ENSG00000077092	0.311857294837676	0.0147012943712118	0.311857294837676
MA0710.1	Noto	ENSG00000214513	0.310906325797492	0.0136720081686562	0.310906325797492
MA1466.1	Atf6	ENSG00000118217	0.310750524505721	0.013503375843961	0.310750524505721
MA0103.3	Zeb1	ENSG00000148516	0.310672412484281	0.0134188308982007	0.310672412484281
MA0525.2	Trp63	ENSG00000073282	0.310573411890944	0.0133116770998524	0.310573411890944
MA1573.1	Thap11	ENSG00000168286	0.310397370155267	0.0131211374272139	0.310397370155267
MA0787.1	Pou3f2	ENSG00000184486	0.310353487807225	0.0130736411434586	0.310353487807225
MA0808.1	Tead3	ENSG00000007866	0.310353363382625	0.0130735064718561	0.310353363382625
MA0506.1	Nrf1	ENSG00000106459	0.3100365146196	0.0127305635932793	0.3100365146196
MA0018.4	Creb1	ENSG00000118260	0.309827482449549	0.0125043165553293	0.309827482449549
MA0741.1	Klf16	ENSG00000129911	0.30962615146471	0.012286404934567	0.30962615146471
MA0699.1	Lbx2	ENSG00000179528	0.309144277304277	0.0117648459733981	0.309144277304277
MA0606.1	Nfat5	ENSG00000102908	0.308707510085802	0.0112921087414711	0.308707510085802
MA1491.1	Gli3	ENSG00000106571	0.307939603412029	0.0104609610271226	0.307939603412029
MA0825.1	Mnt	ENSG00000070444	0.307925289702085	0.0104454685099846	0.307925289702085
MA0634.1	Alx3	ENSG00000156150	0.307918001662226	0.0104375802627822	0.307918001662226
MA0518.1	Stat4	ENSG00000138378	0.307679951944604	0.0101799259338644	0.307679951944604
MA0106.3	Trp53	ENSG00000141510	0.30751932722446	0.0100060729468081	0.30751932722446
MA0682.2	Pitx1	ENSG00000069011	0.306757385986407	0.00918138195230987	0.306757385986407
MA0046.2	Hnf1a	ENSG00000135100	0.306418057739086	0.008814108288977	0.306418057739086
MA0781.1	Pax9	ENSG00000198807	0.306357458767156	0.00874851868189143	0.306357458767156
MA0821.1	Hes5	ENSG00000197921	0.306262439193225	0.00864567376025115	0.306262439193225
MA1124.1	Zfp24	ENSG00000172466	0.306239830309885	0.00862120291977756	0.306239830309885
MA0043.3	Hlf	ENSG00000108924	0.305920781208228	0.00827587849343288	0.305920781208228
MA0523.1	Tcf7l2	ENSG00000148737	0.305866872911741	0.00821753057311947	0.305866872911741
MA0614.1	Foxj2	ENSG00000065970	0.305609433291784	0.00793888948427583	0.305609433291784
MA0515.1	Sox6	ENSG00000110693	0.305160564210832	0.00745305373962538	0.305160564210832
MA0521.1	Tcf12	ENSG00000140262	0.304504863298462	0.00674335250479286	0.304504863298462
MA1648.1	Tcf12	ENSG00000140262	0.304504863298462	0.00674335250479286	0.304504863298462
MA0642.1	En2	ENSG00000164778	0.303778646007818	0.00595732750741474	0.303778646007818
MA0753.2	Zfp740	ENSG00000139651	0.303596123443398	0.0057597732766525	0.303596123443398
MA0707.1	Mnx1	ENSG00000130675	0.303364231052817	0.00550878336213731	0.303364231052817
MA0119.1	Nfic	ENSG00000141905	0.303354086193865	0.00549780302218412	0.303354086193865
MA0161.2	Nfic	ENSG00000141905	0.303354086193865	0.00549780302218412	0.303354086193865
MA1527.1	Nfic	ENSG00000141905	0.303354086193865	0.00549780302218412	0.303354086193865
MA1599.1	Zfp738	ENSG00000214652	0.30326060969569	0.0053966282564776	0.30326060969569
MA1599.1	Zfp595	ENSG00000214652	0.30326060969569	0.0053966282564776	0.30326060969569
